City,Country,Date,Lat,Lng,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
Meulaboh,ID,1617995909,4.1363,96.1285,100,86,78.64,4.12
Ilulissat,GL,1617995910,69.2167,-51.1,90,93,32.0,6.91
Pisco,PE,1617995783,-13.7,-76.2167,75,60,75.2,14.97
Taoudenni,ML,1617995910,22.6783,-3.9836,0,11,92.19,9.37
Lagoa,PT,1617995911,39.05,-27.9833,100,81,59.22,12.35
Dikson,RU,1617995911,73.5069,80.5464,100,88,16.07,27.07
Abasolo,MX,1617995911,20.45,-101.5167,1,14,86.0,11.5
Fort Smith,US,1617995912,35.3859,-94.3986,1,60,73.4,9.22
Chapais,CA,1617995912,49.7834,-74.8492,75,51,60.8,12.66
Mayo,US,1617995912,38.8876,-76.5119,90,88,59.0,3.44
Chokurdakh,RU,1617995913,70.6333,147.9167,100,93,-5.69,12.59
Gurupá,BR,1617995913,-1.405,-51.64,100,85,81.18,4.76
George Town,MY,1617995914,5.4112,100.3354,20,83,82.4,2.3
Goderich,CA,1617995914,43.7501,-81.7165,17,52,68.0,17.27
Labuan,MY,1617995914,5.2767,115.2417,20,94,78.8,4.21
Batticaloa,LK,1617995915,7.7102,81.6924,25,77,80.31,6.15
Bathsheba,BB,1617995915,13.2167,-59.5167,20,58,84.2,17.27
Jumla,NP,1617995706,29.2747,82.1838,6,28,42.26,5.32
Mastic Beach,US,1617995916,40.7668,-72.8521,1,71,55.99,9.22
Oriximiná,BR,1617995916,-1.7656,-55.8661,59,57,87.51,2.64
Thinadhoo,MV,1617995917,0.5333,72.9333,4,70,82.92,9.95
Lata,PT,1617995917,40.1629,-8.3327,91,85,61.0,2.37
Puyang,CN,1617995917,29.4603,119.8861,83,64,45.32,4.29
Yar-Sale,RU,1617995918,66.8333,70.8333,100,98,33.87,21.79
Anastácio,BR,1617995918,-20.4836,-55.8069,98,28,96.01,7.81
Cervo,ES,1617995918,43.6702,-7.4101,100,83,59.0,1.77
Saldanha,ZA,1617995919,-33.0117,17.9442,100,82,64.4,10.36
Portland,US,1617995285,45.5234,-122.6762,40,43,54.0,5.75
Oranjemund,NA,1617995919,-28.55,16.4333,0,78,63.32,8.34
Uromi,NG,1617995920,6.7,6.3333,100,65,78.82,4.83
Laranjal Paulista,BR,1617995920,-23.0497,-47.8367,0,34,82.0,1.99
Kilindoni,TZ,1617995921,-7.9139,39.6668,16,79,80.56,12.48
Valparaíso,CL,1617995921,-33.0393,-71.6273,0,43,69.8,18.41
Coyhaique,CL,1617995922,-45.5752,-72.0662,40,54,57.2,3.44
Upington,ZA,1617995922,-28.4478,21.2561,0,38,75.2,2.3
Tevaitoa,PF,1617995922,-16.7833,-151.5,71,72,81.5,7.94
Tuatapere,NZ,1617995715,-46.1333,167.6833,100,90,45.0,1.01
Pital,CO,1617995923,2.2665,-75.8044,100,87,70.56,1.74
Port Moresby,PG,1617995923,-9.4431,147.1797,20,94,75.2,5.75
Sinnamary,GF,1617995924,5.3833,-52.95,100,90,75.97,5.41
Peniche,PT,1617995924,39.3558,-9.3811,100,88,61.0,10.0
Torfyanoy,RU,1617995925,58.4916,49.1979,46,94,30.96,5.68
Cravo Norte,CO,1617995753,6.3017,-70.2041,100,54,88.2,1.32
Hamilton,US,1617995925,39.1834,-84.5333,1,31,79.0,14.97
Olinda,BR,1617995737,-8.0089,-34.8553,40,73,78.8,12.66
Sohag,EG,1617995926,26.557,31.6948,0,22,77.0,16.11
Seymchan,RU,1617995926,62.8833,152.4333,63,98,-9.87,3.11
Shenjiamen,CN,1617995926,29.9576,122.298,5,69,52.84,10.02
Anloga,GH,1617995927,5.7947,0.8973,20,74,84.2,5.75
Bereket,TM,1617995927,39.2446,55.5154,100,21,76.93,11.86
Tiznit Province,MA,1617995928,29.5833,-9.5,0,58,58.6,7.47
Rupert,US,1617995928,42.6191,-113.6772,1,23,48.2,7.94
Quatre Cocos,MU,1617995742,-20.2078,57.7625,75,100,79.0,4.61
Mildura,AU,1617995929,-34.2,142.15,0,81,51.01,4.61
Albanel,CA,1617995929,48.8832,-72.4487,78,48,62.6,8.05
Khani,GE,1617995873,41.9563,42.9566,75,100,46.4,3.44
Port Hedland,AU,1617995666,-20.3167,118.5667,75,89,80.6,8.05
Zambezi,ZM,1617995930,-13.5432,23.1047,6,68,62.28,4.76
Lesnoye,RU,1617995930,58.2841,35.5158,12,74,35.78,10.83
Ribeira Grande,PT,1617995931,38.5167,-28.7,20,82,62.6,12.66
Ponta do Sol,PT,1617995931,32.6667,-17.1,97,70,63.0,1.01
Darhan,MN,1617995932,49.4867,105.9228,100,62,35.35,6.93
Suşehri,TR,1617995932,40.1644,38.0867,84,66,34.83,7.99
Krasnosel'kup,RU,1617995932,65.7,82.4667,99,93,31.03,9.01
Kalmunai,LK,1617995933,7.4167,81.8167,40,79,79.29,5.1
Santa Cruz de la Sierra,BO,1617995933,-17.8,-63.1667,75,62,87.8,16.11
Yeppoon,AU,1617995934,-23.1333,150.7333,40,94,68.0,3.71
Sambava,MG,1617995934,-14.2667,50.1667,100,88,76.59,8.32
Dauriya,RU,1617995934,49.9333,116.8667,100,68,40.48,17.31
Beohāri,IN,1617995935,24.05,81.3833,6,28,79.63,2.51
Aswān,EG,1617995935,24.0934,32.907,0,15,80.87,22.26
Diego de Almagro,CL,1617995891,-26.3667,-70.05,92,20,79.36,12.21
San Matías,BO,1617995936,-16.3667,-58.4,59,47,91.2,6.93
Guerrero Negro,MX,1617995936,27.9769,-114.0611,90,58,68.25,20.94
Kerman,IR,1617995937,30.2832,57.0788,75,17,68.0,13.8
Matagami,CA,1617995937,49.7502,-77.6328,1,35,71.6,13.8
Matamoros,MX,1617995938,25.5333,-103.25,1,12,90.0,5.19
Sørland,NO,1617995938,67.667,12.6934,40,55,35.6,10.36
Oddur,SO,1617995938,4.1213,43.8894,100,47,83.68,6.46
Mirny,RU,1617995939,62.5353,113.9611,100,91,4.78,9.57
Marzuq,YE,1617995937,14.4,46.4667,0,35,67.95,5.93
Makamba,BI,1617995939,-4.1348,29.804,100,92,62.06,2.39
Saint Anthony,US,1617995940,45.0205,-93.218,90,82,53.01,10.36
Bela,IN,1617995940,25.9333,81.9833,10,11,82.8,6.2
Saint-Pierre,RE,1617995940,-21.3393,55.4781,100,73,78.8,4.61
Biak,ID,1617995866,-0.9131,122.8766,98,88,75.45,8.08
San Cristobal,VE,1617995941,7.7669,-72.225,40,61,84.2,12.66
Plettenberg Bay,ZA,1617995942,-34.0527,23.3716,97,81,61.95,2.21
Karīmnagar,IN,1617995931,18.4333,79.15,4,41,83.01,13.56
Praia,CV,1617995662,14.9215,-23.5087,0,64,75.2,20.71
Eilat,IL,1617995746,29.5581,34.9482,0,46,71.6,8.05
Gīdolē,ET,1617995943,5.65,37.3667,14,46,63.79,4.18
Onega,RU,1617995943,63.9061,38.1404,100,78,34.54,16.02
Bangassou,CF,1617995943,4.7413,22.8184,100,85,72.57,3.58
Baykit,RU,1617995944,61.67,96.37,26,97,4.8,3.29
Port Augusta,AU,1617995944,-32.5,137.7667,90,59,60.8,14.97
Saskylakh,RU,1617995945,71.9167,114.0833,100,100,-23.55,3.71
São Filipe,CV,1617995945,14.8961,-24.4956,0,58,76.19,14.72
Keokuk,US,1617995945,40.3973,-91.3849,20,68,66.0,16.11
Muyezerskiy,RU,1617995946,63.9333,31.65,100,96,32.77,18.1
Yerbogachën,RU,1617995946,61.2767,108.0108,80,98,1.17,4.0
Pevek,RU,1617995947,69.7008,170.3133,51,94,-21.57,1.59
Tarn Taran,IN,1617995947,31.45,74.9253,100,42,73.4,7.4
Mahajanga,MG,1617995947,-15.7167,46.3167,20,83,82.4,4.61
Kamenka,RU,1617995948,51.3223,42.7678,99,68,42.01,8.43
San Patricio,US,1617995948,28.017,-97.5169,75,70,89.6,17.27
Brae,GB,1617995948,60.3964,-1.353,75,93,32.0,13.8
Villa Guerrero,MX,1617995949,18.8667,-99.65,40,23,89.6,5.75
Boa Vista,BR,1617995949,2.8197,-60.6733,40,58,86.0,4.61
Rūdbār,AF,1617995950,30.15,62.6,3,10,78.08,6.91
Herat Province,AF,1617995950,34.5,62.0,0,25,64.76,6.08
Safi,MA,1617995682,32.2994,-9.2372,0,72,62.76,7.49
Castletown,IE,1617995951,53.0281,-9.0686,40,65,44.6,6.91
Danielskuil,ZA,1617995951,-28.1887,23.5395,4,36,69.96,1.03
Isla Vista,US,1617995760,34.4133,-119.861,1,68,69.01,8.05
Dhārchula,IN,1617995952,29.85,80.5333,88,22,57.52,9.08
Kaitangata,NZ,1617995671,-46.2817,169.8464,100,92,46.92,0.49
Santiago del Estero,AR,1617995952,-27.7951,-64.2615,100,38,94.55,5.64
Djibouti,DJ,1617995953,11.5,42.5,1,69,80.6,3.44
Waren,DE,1617995953,53.5167,12.6833,75,87,41.0,9.22
Sarangani,PH,1617995842,5.4033,125.4636,38,74,82.51,7.72
Kuvandyk,RU,1617995954,51.4781,57.3552,88,81,38.19,7.45
Bintulu,MY,1617995954,3.1667,113.0333,40,94,77.0,2.51
Lima,PE,1617995675,-12.0432,-77.0282,0,68,73.4,8.05
Harrison,US,1617995955,30.4091,-89.0436,90,83,82.4,20.71
Emerald,AU,1617995955,-23.5333,148.1667,0,72,64.4,2.86
Katherine,AU,1617995955,-14.4667,132.2667,90,83,77.0,4.61
Ban Phai,TH,1617995956,16.06,102.731,5,78,81.0,5.75
Buritizeiro,BR,1617995956,-17.3511,-44.9622,100,41,82.24,8.95
Cooma,AU,1617995957,-36.2333,149.1333,90,87,44.6,5.75
Atasū,KZ,1617995957,48.6814,71.6433,97,91,40.19,11.56
Nehe,CN,1617995957,48.4833,124.8333,65,32,43.03,13.38
Nichinan,JP,1617995958,31.6,131.3667,4,74,53.73,12.66
Bongandanga,CD,1617995958,1.5,21.05,57,68,76.3,1.01
Paoua,CF,1617995959,7.2427,16.4406,97,44,82.78,10.98
Manche,FR,1617995959,49.0,-1.1667,90,76,46.4,4.61
São Marcos,BR,1617995959,-28.9711,-51.0681,40,50,87.01,11.5
Keuruu,FI,1617995960,62.2667,24.7,90,100,36.0,13.8
Walvis Bay,NA,1617995960,-22.9575,14.5053,0,65,73.99,1.01
Baculin,PH,1617995960,7.4525,126.5842,100,87,76.86,5.79
Merauke,ID,1617995961,-8.4667,140.3333,93,82,78.04,4.88
Arica,CL,1617995961,-18.475,-70.3042,75,64,71.6,12.66
Lyuban',BY,1617995962,52.7985,28.0048,97,65,39.24,11.16
Zhadovka,RU,1617995962,53.5746,46.9498,100,96,34.18,8.25
Azul,AR,1617995962,-36.777,-59.8585,91,85,68.0,1.99
Vilhena,BR,1617995963,-12.7406,-60.1458,40,65,82.4,9.22
Korla,CN,1617995729,41.7597,86.1469,33,49,54.77,2.04
Burgeo,CA,1617995963,47.6167,-57.6152,6,57,52.74,14.09
Inírida,CO,1617995964,3.8653,-67.9239,100,70,85.8,1.34
Houndé,BF,1617995964,11.5,-3.5167,2,9,95.65,3.11
Praia da Vitória,PT,1617995965,38.7333,-27.0667,75,88,60.01,6.49
Aden,YE,1617995944,12.7794,45.0367,0,66,81.16,17.27
San Rafael,AR,1617995965,-34.6177,-68.3301,100,43,56.64,7.36
Soyo,AO,1617995965,-6.1349,12.3689,100,81,80.76,1.77
Paita,PE,1617995966,-5.0892,-81.1144,0,51,87.8,14.97
Mossamedes,AO,1617995680,-15.1961,12.1522,80,82,78.17,6.6
La Asuncion,VE,1617995966,11.0333,-63.8628,100,77,79.38,14.54
Kitui,KE,1617995967,-1.367,38.0106,54,76,67.71,3.8
General Pico,AR,1617995967,-35.6566,-63.7568,99,63,70.45,8.19
Emba,KZ,1617995968,48.8264,58.1442,7,52,51.75,19.46
Cabo San Lucas,MX,1617995736,22.8909,-109.9124,1,19,93.2,10.36
Kamogawa,JP,1617995968,35.1,140.1,75,49,48.0,19.57
Fukuechō,JP,1617995969,32.6881,128.8419,8,62,56.97,20.65
Kifrī,IQ,1617995969,34.6959,44.9661,100,25,80.06,10.65
Naze,JP,1617995969,28.3667,129.4833,78,67,64.0,12.24
Vuktyl,RU,1617995970,63.8567,57.3094,25,88,33.48,9.28
Bubaque,GW,1617995970,11.2833,-15.8333,6,73,77.56,14.03
Jiwani,PK,1617995971,25.05,61.7417,0,76,79.41,8.34
Kolvereid,NO,1617995971,64.8655,11.6047,40,86,33.8,1.14
Brownwood,US,1617995971,31.7093,-98.9912,1,10,93.2,12.66
Champerico,GT,1617995972,14.3,-91.9167,40,62,93.2,6.91
Beira,MZ,1617995972,-19.8436,34.8389,20,73,80.01,10.51
Zhangaözen,KZ,1617995972,43.3,52.8,1,27,69.91,10.96
Inhambane,MZ,1617995973,-23.865,35.3833,20,83,75.2,3.44
Havre-St-Pierre,CA,1617995973,50.2334,-63.5986,1,32,51.8,16.11
Ola,RU,1617995788,59.5833,151.2833,1,80,4.73,7.96
Benjamín Aceval,PY,1617995974,-24.9667,-57.5667,20,52,93.2,12.66
Poronaysk,RU,1617995974,49.2167,143.1167,12,79,23.94,4.25
Noumea,NC,1617995681,-22.2763,166.4572,0,88,78.01,2.3
Pinega,RU,1617995975,64.7001,43.3936,9,79,32.0,11.05
Skibbereen,IE,1617995975,51.55,-9.2667,75,87,41.0,8.05
Ziro,IN,1617995976,27.6333,93.8333,81,94,49.06,2.19
Batatais,BR,1617995898,-20.8911,-47.585,0,21,86.0,4.61
Mahibadhoo,MV,1617995976,3.7833,72.9667,21,76,81.7,6.15
Athabasca,CA,1617995977,54.7169,-113.2854,100,29,48.2,9.22
Akşehir,TR,1617995977,38.3575,31.4164,100,91,31.95,17.29
Moose Factory,CA,1617995978,51.2585,-80.6094,1,62,57.2,13.8
Lorengau,PG,1617995715,-2.0226,147.2712,100,85,79.29,10.6
Poum,NC,1617995978,-20.2333,164.0167,100,92,77.14,17.72
Atherton,GB,1617995979,53.5237,-2.4935,0,54,45.0,5.99
Warri,NG,1617995885,5.5167,5.75,100,75,80.65,6.53
Cabedelo,BR,1617995979,-6.9811,-34.8339,20,74,84.2,14.97
Jalingo,NG,1617995980,8.8833,11.3667,100,28,91.81,2.84
Chernukha,RU,1617995980,55.5974,43.7556,100,90,30.69,2.35
North Bend,US,1617995980,43.4065,-124.2243,1,58,53.01,12.66
Leszno,PL,1617995981,51.8403,16.5749,100,57,46.99,1.99
Rørvik,NO,1617995749,64.8621,11.2373,40,86,30.2,1.14
Araripina,BR,1617995982,-7.5761,-40.4983,100,29,89.28,9.57
Dudinka,RU,1617995982,69.4058,86.1778,75,89,21.2,13.2
Buala,SB,1617995982,-8.145,159.5921,100,89,77.65,10.4
San Vicente,AR,1617995983,-26.6167,-54.1333,55,35,87.1,5.12
San Jerónimo,PE,1617995983,-11.9472,-75.2829,100,68,57.42,5.82
Akdepe,TM,1617995984,42.0551,59.3788,0,39,69.8,11.5
Deputatsky,RU,1617995984,69.3,139.9,97,99,-20.58,1.7
Sucre,BO,1617995878,-19.0333,-65.2627,53,50,68.58,7.65
Santa Maria a Vico,IT,1617995985,41.0255,14.4654,0,54,52.0,3.44
Labuhan,ID,1617995771,-6.8844,112.2051,68,87,78.57,5.35
Ushtobe,KZ,1617995985,45.2514,77.9838,5,44,53.04,7.34
Wajima,JP,1617995986,37.4,136.9,70,56,42.62,6.87
Am Timan,TD,1617995986,11.0297,20.2827,19,5,93.74,5.12
Mīnāb,IR,1617995986,27.1467,57.0801,0,64,75.2,9.22
Cayenne,GF,1617995877,4.9333,-52.3333,75,74,86.0,2.3
Ngama,TD,1617995987,11.7833,17.1667,4,8,92.16,9.1
Pontal do Paraná,BR,1617995987,-25.6533,-48.5128,100,71,75.99,7.87
Portobelo,PA,1617995988,9.55,-79.65,100,86,75.99,25.01
Baihar,IN,1617995988,22.1,80.55,4,36,75.97,2.62
Ferme-Neuve,CA,1617995988,46.7001,-75.4493,37,38,73.4,11.5
Ca Mau,VN,1617995989,9.1769,105.15,95,76,78.78,2.66
Gao,ML,1617995989,16.6362,1.637,0,7,90.59,9.69
Vila Velha,BR,1617995990,-20.3297,-40.2925,20,54,80.6,10.36
Fort Walton Beach,US,1617995990,30.4058,-86.6188,90,94,69.8,13.0
Wuchi,CN,1617995991,29.3786,103.023,100,99,45.66,1.83
Haines Junction,CA,1617995991,60.7522,-137.5108,100,51,5.0,16.11
Pathalgaon,IN,1617995991,22.5667,83.4667,76,24,79.59,4.07
Sobolevo,RU,1617995992,54.4299,31.8996,79,74,37.22,8.81
Klaksvík,FO,1617995729,62.2266,-6.589,75,86,30.2,21.85
Tres Arroyos,AR,1617995992,-38.3739,-60.2798,61,51,73.44,8.01
Yumen,CN,1617995993,40.2833,97.2,100,29,52.11,6.62
Angleton,US,1617995993,29.1694,-95.4319,90,73,80.01,16.11
Portadown,GB,1617995993,54.4241,-6.4412,0,65,39.2,8.05
Zaraza,VE,1617995994,9.3503,-65.3245,99,31,96.96,2.44
Sennoy,RU,1617995994,52.1509,46.9631,100,94,36.05,14.81
Zabul Province,AF,1617995995,32.25,67.25,0,18,58.59,6.49
Lubango,AO,1617995904,-14.9172,13.4925,50,70,62.4,1.63
Kiryat Gat,IL,1617995995,31.61,34.7642,96,100,62.01,15.21
Waingapu,ID,1617995866,-9.6567,120.2641,6,77,77.23,4.25
Panji,ID,1617995996,-7.7253,114.0995,100,88,75.96,3.87
Pathein,MM,1617995996,16.7833,94.7333,5,79,77.36,6.02
Hay River,CA,1617995935,60.8156,-115.7999,100,86,17.6,14.97
Rio Branco,BR,1617995997,-9.9747,-67.81,40,70,87.8,5.75
Artvin Province,TR,1617995970,41.1667,41.8333,75,87,46.4,10.36
Constitución,CL,1617995997,-35.3333,-72.4167,100,61,62.02,15.61
Raudeberg,NO,1617995998,61.9875,5.1352,100,90,35.01,25.9
Syktyvkar,RU,1617995998,61.6764,50.8099,0,64,35.6,8.95
Wencheng,CN,1617995998,33.0559,113.7978,8,74,49.08,3.27
Atbasar,KZ,1617995999,51.8,68.3333,99,93,33.35,9.71
Bandar-e Lengeh,IR,1617995999,26.5579,54.8807,0,64,75.2,1.25
Bonavista,CA,1617996000,48.6499,-53.1147,100,100,42.8,8.05
Rawson,AR,1617996000,-43.3002,-65.1023,95,68,56.88,9.64
Huai'an,CN,1617996000,33.5886,119.0192,100,52,46.04,7.14
Roald,NO,1617996001,62.5833,6.1333,75,70,37.4,14.97
Zwedru,LR,1617996001,6.0667,-8.1281,85,88,77.63,4.12
Heinola,FI,1617996002,61.2056,26.0381,90,93,35.6,20.71
City of San Pedro,PH,1617996002,14.35,121.0167,20,74,80.6,3.44
Kyren,RU,1617996003,51.6828,102.1408,100,94,32.13,5.3
Fairview,US,1617996003,40.8126,-73.999,90,66,59.0,6.91
Fethiye,TR,1617996004,36.6217,29.1164,0,40,51.8,27.63
Narasannapeta,IN,1617996004,18.4167,84.05,90,75,80.64,7.56
Geelong,AU,1617996004,-38.1471,144.3607,90,76,54.0,9.22
Tessalit,ML,1617996005,20.1986,1.0114,0,8,89.01,8.34
Pierre,US,1617996005,44.3683,-100.351,20,50,53.01,32.21
Puerto Carreño,CO,1617996006,6.189,-67.4859,95,54,88.34,4.38
Nakatsu,JP,1617996006,33.5981,131.1883,20,58,51.8,11.5
Jiquilisco,SV,1617996006,13.3167,-88.5833,40,52,93.2,3.44
Kelo,TD,1617996007,9.3086,15.8066,100,16,96.96,3.24
Lexington Park,US,1617996007,38.2668,-76.4538,75,82,66.2,9.22
Coxim,BR,1617996007,-18.5067,-54.76,100,36,92.35,9.42
Villa Carlos Paz,AR,1617996008,-31.4241,-64.4978,100,94,68.0,5.01
Valea Crişului,RO,1617996008,45.9167,25.7667,0,68,33.01,1.95
Tilichiki,RU,1617996009,60.4667,166.1,100,93,3.74,12.73
Shaunavon,CA,1617996009,49.6501,-108.4181,6,27,46.4,20.71
Hofn,IS,1617996010,64.2539,-15.2082,0,40,30.2,23.02
Nanaimo,CA,1617996000,49.1663,-123.936,98,70,48.2,23.02
Evensk,RU,1617995826,61.95,159.2333,100,78,11.23,10.02
Piaçabuçu,BR,1617996010,-10.4056,-36.4344,96,72,81.63,11.12
Palāsa,IN,1617996011,18.7667,84.4167,89,78,79.27,6.51
Gimli,CA,1617996011,50.6336,-96.9907,100,65,41.0,12.66
San Angelo,US,1617996012,31.4638,-100.437,1,8,95.0,18.41
Alta Floresta,BR,1617996012,-9.8756,-56.0861,100,84,77.41,3.98
Port Hardy,CA,1617996000,50.6996,-127.4199,75,81,44.6,9.22
Grand Gaube,MU,1617996013,-20.0064,57.6608,100,78,79.0,5.99
Leh,IN,1617995812,34.1667,77.5833,96,38,28.58,4.12
Port Macquarie,AU,1617995846,-31.4333,152.9167,94,99,61.0,8.3
Mehamn,NO,1617996013,71.0357,27.8492,20,74,24.8,18.41
Kutum,SD,1617996014,14.2,24.6667,38,7,76.42,12.21
Shenzhen,CN,1617995739,22.5455,114.0683,95,95,70.0,6.42
Yinchuan,CN,1617996006,38.4681,106.2731,100,60,51.01,7.54
Celestún,MX,1617996015,20.8667,-90.4,0,56,88.43,7.78
Zhalantun,CN,1617996015,48.0,122.7167,0,34,43.21,7.72
Ayan,RU,1617995942,56.45,138.1667,87,91,12.43,3.58
Olafsvik,IS,1617995891,64.8945,-23.7142,7,59,32.25,5.46
Murdochville,CA,1617996016,48.9583,-65.5006,100,87,41.0,11.5
Saint-François,FR,1617995815,46.4154,3.9054,0,58,54.0,14.97
Kwang Binh,VN,1617996017,17.4833,106.6,26,90,74.55,2.19
Usinsk,RU,1617996017,65.9939,57.5281,100,90,33.98,18.34
Outjo,NA,1617996018,-20.1167,16.15,0,36,67.53,8.93
